segment,country,product,discount_band,units_sold,sale_price,gross_sales,discounts,net_sales,cogs,profit,month_name,month_number,year,sale_date,exchange_rate,target_currency,net_sales_converted,profit_converted
Small Business,United States of America,VTT,Low,2844.0,300.0,853200.0,25596.0,827604.0,711000.0,116604.0,February,2,2014,2014-02-01,1.400848,AUD,1159347.41,163344.48
Channel Partners,Mexico,VTT,Low,1916.0,12.0,22992.0,689.76,22302.24,5748.0,16554.24,April,4,2014,2014-04-01,1.400848,AUD,31242.05,23189.97
Enterprise,Germany,VTT,Low,1570.0,125.0,196250.0,5887.5,190362.5,188400.0,1962.5,June,6,2014,2014-06-01,1.400848,AUD,266668.93,2749.16
Small Business,Canada,VTT,Low,1874.0,300.0,562200.0,16866.0,545334.0,468500.0,76834.0,August,8,2014,2014-08-01,1.400848,AUD,763930.04,107632.76
Government,Mexico,VTT,Low,1642.0,350.0,574700.0,17241.0,557459.0,426920.0,130539.0,August,8,2014,2014-08-01,1.400848,AUD,780915.33,182865.3
Midmarket,Germany,VTT,Low,1945.0,15.0,29175.0,875.25,28299.75,19450.0,8849.75,October,10,2013,2013-10-01,1.400848,AUD,39643.65,12397.15
Government,Canada,Carretera,Low,831.0,20.0,16620.0,498.6,16121.4,8310.0,7811.4,May,5,2014,2014-05-01,1.400848,AUD,22583.63,10942.58
Government,Mexico,Paseo,Low,1760.0,7.0,12320.0,369.6,11950.4,8800.0,3150.3999999999996,September,9,2013,2013-09-01,1.400848,AUD,16740.69,4413.23
Government,Canada,Velo,Low,3850.5,20.0,77010.0,2310.3,74699.70000000001,38505.0,36194.700000000004,April,4,2014,2014-04-01,1.400848,AUD,104642.93,50703.27
Channel Partners,Germany,VTT,Low,2479.0,12.0,29748.0,892.44,28855.56,7437.0,21418.56,January,1,2014,2014-01-01,1.400848,AUD,40422.25,30004.15
Midmarket,Mexico,Montana,Low,2031.0,15.0,30465.0,1218.6,29246.4,20310.0,8936.400000000001,October,10,2014,2014-10-01,1.400848,AUD,40969.76,12518.54
Midmarket,Mexico,Paseo,Low,2031.0,15.0,30465.0,1218.6,29246.4,20310.0,8936.400000000001,October,10,2014,2014-10-01,1.400848,AUD,40969.76,12518.54
Midmarket,France,Paseo,Low,2261.0,15.0,33915.0,1356.6,32558.4,22610.0,9948.400000000001,December,12,2013,2013-12-01,1.400848,AUD,45609.37,13936.2
Government,United States of America,Velo,Low,736.0,20.0,14720.0,588.8,14131.2,7360.0,6771.200000000001,September,9,2013,2013-09-01,1.400848,AUD,19795.66,9485.42
Government,Canada,Carretera,Low,2851.0,7.0,19957.0,798.28,19158.72,14255.0,4903.720000000001,October,10,2013,2013-10-01,1.400848,AUD,26838.45,6869.37
Small Business,Germany,Carretera,Low,2021.0,300.0,606300.0,24252.0,582048.0,505250.0,76798.0,October,10,2014,2014-10-01,1.400848,AUD,815360.78,107582.32
Government,United States of America,Carretera,Low,274.0,350.0,95900.0,3836.0,92064.0,71240.0,20824.0,December,12,2014,2014-12-01,1.400848,AUD,128967.67,29171.26
Midmarket,Canada,Montana,Low,1967.0,15.0,29505.0,1180.2,28324.8,19670.0,8654.8,March,3,2014,2014-03-01,1.400848,AUD,39678.74,12124.06
Small Business,Germany,Montana,Low,1859.0,300.0,557700.0,22308.0,535392.0,464750.0,70642.0,August,8,2014,2014-08-01,1.400848,AUD,750002.81,98958.7
Government,Canada,Montana,Low,2851.0,7.0,19957.0,798.28,19158.72,14255.0,4903.720000000001,October,10,2013,2013-10-01,1.400848,AUD,26838.45,6869.37
Small Business,Germany,Montana,Low,2021.0,300.0,606300.0,24252.0,582048.0,505250.0,76798.0,October,10,2014,2014-10-01,1.400848,AUD,815360.78,107582.32
Enterprise,Mexico,Montana,Low,1138.0,125.0,142250.0,5690.0,136560.0,136560.0,0.0,December,12,2014,2014-12-01,1.400848,AUD,191299.8,0.0
Government,Canada,Paseo,Low,4251.0,7.0,29757.0,1190.28,28566.72,21255.0,7311.719999999999,January,1,2014,2014-01-01,1.400848,AUD,40017.63,10242.61
Enterprise,Germany,Paseo,Low,795.0,125.0,99375.0,3975.0,95400.0,95400.0,0.0,March,3,2014,2014-03-01,1.400848,AUD,133640.9,0.0
Small Business,Germany,Paseo,Low,1414.5,300.0,424350.0,16974.0,407376.0,353625.0,53751.0,April,4,2014,2014-04-01,1.400848,AUD,570671.85,75296.98
Small Business,United States of America,Paseo,Low,2918.0,300.0,875400.0,35016.0,840384.0,729500.0,110884.0,May,5,2014,2014-05-01,1.400848,AUD,1177250.25,155331.63
Government,United States of America,Paseo,Low,3450.0,350.0,1207500.0,48300.0,1159200.0,897000.0,262200.0,July,7,2014,2014-07-01,1.400848,AUD,1623863.0,367302.35
Enterprise,France,Paseo,Low,2988.0,125.0,373500.0,14940.0,358560.0,358560.0,0.0,July,7,2014,2014-07-01,1.400848,AUD,502288.06,0.0
Midmarket,Canada,Paseo,Low,218.0,15.0,3270.0,130.8,3139.2,2180.0,959.1999999999998,September,9,2014,2014-09-01,1.400848,AUD,4397.54,1343.69
Government,Canada,Paseo,Low,2074.0,20.0,41480.0,1659.2,39820.8,20740.0,19080.800000000003,September,9,2014,2014-09-01,1.400848,AUD,55782.89,26729.3
Government,United States of America,Paseo,Low,1056.0,20.0,21120.0,844.8,20275.2,10560.0,9715.2,September,9,2014,2014-09-01,1.400848,AUD,28402.47,13609.52
Midmarket,United States of America,Paseo,Low,671.0,15.0,10065.0,402.6,9662.4,6710.0,2952.3999999999996,October,10,2013,2013-10-01,1.400848,AUD,13535.55,4135.86
Midmarket,Mexico,Paseo,Low,1514.0,15.0,22710.0,908.4,21801.6,15140.0,6661.5999999999985,October,10,2013,2013-10-01,1.400848,AUD,30540.73,9331.89
Government,United States of America,Paseo,Low,274.0,350.0,95900.0,3836.0,92064.0,71240.0,20824.0,December,12,2014,2014-12-01,1.400848,AUD,128967.67,29171.26
Enterprise,Mexico,Paseo,Low,1138.0,125.0,142250.0,5690.0,136560.0,136560.0,0.0,December,12,2014,2014-12-01,1.400848,AUD,191299.8,0.0
Channel Partners,United States of America,Velo,Low,1465.0,12.0,17580.0,703.2,16876.8,4395.0,12481.8,March,3,2014,2014-03-01,1.400848,AUD,23641.83,17485.1
Government,Canada,Velo,Low,2646.0,20.0,52920.0,2116.8,50803.2,26460.0,24343.199999999997,September,9,2013,2013-09-01,1.400848,AUD,71167.56,34101.12
Government,France,Velo,Low,2177.0,350.0,761950.0,30478.0,731472.0,566020.0,165452.0,October,10,2014,2014-10-01,1.400848,AUD,1024681.09,231773.1
Channel Partners,France,VTT,Low,866.0,12.0,10392.0,415.68,9976.32,2598.0,7378.32,May,5,2014,2014-05-01,1.400848,AUD,13975.31,10335.9
Government,United States of America,VTT,Low,349.0,350.0,122150.0,4886.0,117264.0,90740.0,26524.0,September,9,2013,2013-09-01,1.400848,AUD,164269.04,37156.09
Government,France,VTT,Low,2177.0,350.0,761950.0,30478.0,731472.0,566020.0,165452.0,October,10,2014,2014-10-01,1.400848,AUD,1024681.09,231773.1
Midmarket,Mexico,VTT,Low,1514.0,15.0,22710.0,908.4,21801.6,15140.0,6661.5999999999985,October,10,2013,2013-10-01,1.400848,AUD,30540.73,9331.89
Government,Mexico,Amarilla,Low,1865.0,350.0,652750.0,26110.0,626640.0,484900.0,141740.0,February,2,2014,2014-02-01,1.400848,AUD,877827.39,198556.2
Enterprise,Mexico,Amarilla,Low,1074.0,125.0,134250.0,5370.0,128880.0,128880.0,0.0,April,4,2014,2014-04-01,1.400848,AUD,180541.29,0.0
Government,Germany,Amarilla,Low,1907.0,350.0,667450.0,26698.0,640752.0,495820.0,144932.0,September,9,2014,2014-09-01,1.400848,AUD,897596.16,203027.7
Midmarket,United States of America,Amarilla,Low,671.0,15.0,10065.0,402.6,9662.4,6710.0,2952.3999999999996,October,10,2013,2013-10-01,1.400848,AUD,13535.55,4135.86
Government,Canada,Amarilla,Low,1778.0,350.0,622300.0,24892.0,597408.0,462280.0,135128.0,December,12,2013,2013-12-01,1.400848,AUD,836877.8,189293.79
Government,Germany,Montana,Medium,1159.0,7.0,8113.0,405.65,7707.35,5795.0,1912.3500000000004,October,10,2013,2013-10-01,1.400848,AUD,10796.83,2678.91
Government,Germany,Paseo,Medium,1372.0,7.0,9604.0,480.2,9123.8,6860.0,2263.7999999999993,January,1,2014,2014-01-01,1.400848,AUD,12781.06,3171.24
Government,Canada,Paseo,Medium,2349.0,7.0,16443.0,822.15,15620.85,11745.0,3875.8500000000004,September,9,2013,2013-09-01,1.400848,AUD,21882.44,5429.48
Government,Mexico,Paseo,Medium,2689.0,7.0,18823.0,941.15,17881.85,13445.0,4436.8499999999985,October,10,2014,2014-10-01,1.400848,AUD,25049.75,6215.35
Channel Partners,Canada,Paseo,Medium,2431.0,12.0,29172.0,1458.6,27713.4,7293.0,20420.4,December,12,2014,2014-12-01,1.400848,AUD,38822.26,28605.88
Channel Partners,Canada,Velo,Medium,2431.0,12.0,29172.0,1458.6,27713.4,7293.0,20420.4,December,12,2014,2014-12-01,1.400848,AUD,38822.26,28605.88
Government,Mexico,VTT,Medium,2689.0,7.0,18823.0,941.15,17881.85,13445.0,4436.8499999999985,October,10,2014,2014-10-01,1.400848,AUD,25049.75,6215.35
Government,Mexico,Amarilla,Medium,1683.0,7.0,11781.0,589.05,11191.95,8415.0,2776.9500000000007,July,7,2014,2014-07-01,1.400848,AUD,15678.22,3890.08
Channel Partners,Mexico,Amarilla,Medium,1123.0,12.0,13476.0,673.8,12802.2,3369.0,9433.2,August,8,2014,2014-08-01,1.400848,AUD,17933.94,13214.48
Government,Germany,Amarilla,Medium,1159.0,7.0,8113.0,405.65,7707.35,5795.0,1912.3500000000004,October,10,2013,2013-10-01,1.400848,AUD,10796.83,2678.91
Channel Partners,France,Carretera,Medium,1865.0,12.0,22380.0,1119.0,21261.0,5595.0,15666.0,February,2,2014,2014-02-01,1.400848,AUD,29783.43,21945.68
Channel Partners,Germany,Carretera,Medium,1116.0,12.0,13392.0,669.6,12722.4,3348.0,9374.4,February,2,2014,2014-02-01,1.400848,AUD,17822.15,13132.11
Government,France,Carretera,Medium,1563.0,20.0,31260.0,1563.0,29697.0,15630.0,14067.0,May,5,2014,2014-05-01,1.400848,AUD,41600.98,19705.73
Small Business,United States of America,Carretera,Medium,991.0,300.0,297300.0,14865.0,282435.0,247750.0,34685.0,June,6,2014,2014-06-01,1.400848,AUD,395648.5,48588.41
Government,Germany,Carretera,Medium,1016.0,7.0,7112.0,355.6,6756.4,5080.0,1676.3999999999996,November,11,2013,2013-11-01,1.400848,AUD,9464.69,2348.38
Midmarket,Mexico,Carretera,Medium,2791.0,15.0,41865.0,2093.25,39771.75,27910.0,11861.75,November,11,2014,2014-11-01,1.400848,AUD,55714.18,16616.51
Government,United States of America,Carretera,Medium,570.0,7.0,3990.0,199.5,3790.5,2850.0,940.5,December,12,2014,2014-12-01,1.400848,AUD,5309.91,1317.5
Government,France,Carretera,Medium,2487.0,7.0,17409.0,870.45,16538.55,12435.0,4103.549999999999,December,12,2014,2014-12-01,1.400848,AUD,23167.99,5748.45
Government,France,Montana,Medium,1384.5,350.0,484575.0,24228.75,460346.25,359970.0,100376.25,January,1,2014,2014-01-01,1.400848,AUD,644875.12,140611.87
Enterprise,United States of America,Montana,Medium,3627.0,125.0,453375.0,22668.75,430706.25,435240.0,-4533.75,July,7,2014,2014-07-01,1.400848,AUD,603353.99,-6351.09
Government,Mexico,Montana,Medium,720.0,350.0,252000.0,12600.0,239400.0,187200.0,52200.0,September,9,2013,2013-09-01,1.400848,AUD,335363.01,73124.27
Channel Partners,Germany,Montana,Medium,2342.0,12.0,28104.0,1405.2,26698.8,7026.0,19672.8,November,11,2014,2014-11-01,1.400848,AUD,37400.96,27558.6
Small Business,Mexico,Montana,Medium,1100.0,300.0,330000.0,16500.0,313500.0,275000.0,38500.0,December,12,2013,2013-12-01,1.400848,AUD,439165.85,53932.65
Government,France,Paseo,Medium,1303.0,20.0,26060.0,1303.0,24757.0,13030.0,11727.0,February,2,2014,2014-02-01,1.400848,AUD,34680.79,16427.74
Enterprise,United States of America,Paseo,Medium,2992.0,125.0,374000.0,18700.0,355300.0,359040.0,-3740.0,March,3,2014,2014-03-01,1.400848,AUD,497721.29,-5239.17
Enterprise,France,Paseo,Medium,2385.0,125.0,298125.0,14906.25,283218.75,286200.0,-2981.25,March,3,2014,2014-03-01,1.400848,AUD,396746.42,-4176.28
Small Business,Mexico,Paseo,Medium,1607.0,300.0,482100.0,24105.0,457995.0,401750.0,56245.0,April,4,2014,2014-04-01,1.400848,AUD,641581.38,78790.7
Government,United States of America,Paseo,Medium,2327.0,7.0,16289.0,814.45,15474.55,11635.0,3839.5499999999993,May,5,2014,2014-05-01,1.400848,AUD,21677.49,5378.63
Small Business,United States of America,Paseo,Medium,991.0,300.0,297300.0,14865.0,282435.0,247750.0,34685.0,June,6,2014,2014-06-01,1.400848,AUD,395648.5,48588.41
Government,United States of America,Paseo,Medium,602.0,350.0,210700.0,10535.0,200165.0,156520.0,43645.0,June,6,2014,2014-06-01,1.400848,AUD,280400.74,61140.01
Midmarket,France,Paseo,Medium,2620.0,15.0,39300.0,1965.0,37335.0,26200.0,11135.0,September,9,2014,2014-09-01,1.400848,AUD,52300.66,15598.44
Government,Canada,Paseo,Medium,1228.0,350.0,429800.0,21490.0,408310.0,319280.0,89030.0,October,10,2013,2013-10-01,1.400848,AUD,571980.25,124717.5
Government,Canada,Paseo,Medium,1389.0,20.0,27780.0,1389.0,26391.0,13890.0,12501.0,October,10,2013,2013-10-01,1.400848,AUD,36969.78,17512.0
Enterprise,United States of America,Paseo,Medium,861.0,125.0,107625.0,5381.25,102243.75,103320.0,-1076.25,October,10,2014,2014-10-01,1.400848,AUD,143227.95,-1507.66
Enterprise,France,Paseo,Medium,704.0,125.0,88000.0,4400.0,83600.0,84480.0,-880.0,October,10,2013,2013-10-01,1.400848,AUD,117110.89,-1232.75
Government,Canada,Paseo,Medium,1802.0,20.0,36040.0,1802.0,34238.0,18020.0,16218.0,December,12,2013,2013-12-01,1.400848,AUD,47962.23,22718.95
Government,United States of America,Paseo,Medium,2663.0,20.0,53260.0,2663.0,50597.0,26630.0,23967.0,December,12,2014,2014-12-01,1.400848,AUD,70878.71,33574.12
Government,France,Paseo,Medium,2136.0,7.0,14952.0,747.6,14204.4,10680.0,3524.3999999999996,December,12,2013,2013-12-01,1.400848,AUD,19898.21,4937.15
Midmarket,Germany,Paseo,Medium,2116.0,15.0,31740.0,1587.0,30153.0,21160.0,8993.0,December,12,2013,2013-12-01,1.400848,AUD,42239.77,12597.83
Midmarket,United States of America,Velo,Medium,555.0,15.0,8325.0,416.25,7908.75,5550.0,2358.75,January,1,2014,2014-01-01,1.400848,AUD,11078.96,3304.25
Midmarket,Mexico,Velo,Medium,2861.0,15.0,42915.0,2145.75,40769.25,28610.0,12159.25,January,1,2014,2014-01-01,1.400848,AUD,57111.52,17033.26
Enterprise,Germany,Velo,Medium,807.0,125.0,100875.0,5043.75,95831.25,96840.0,-1008.75,February,2,2014,2014-02-01,1.400848,AUD,134245.01,-1413.11
Government,United States of America,Velo,Medium,602.0,350.0,210700.0,10535.0,200165.0,156520.0,43645.0,June,6,2014,2014-06-01,1.400848,AUD,280400.74,61140.01
Government,United States of America,Velo,Medium,2832.0,20.0,56640.0,2832.0,53808.0,28320.0,25488.0,August,8,2014,2014-08-01,1.400848,AUD,75376.83,35704.81
Government,France,Velo,Medium,1579.0,20.0,31580.0,1579.0,30001.0,15790.0,14211.0,August,8,2014,2014-08-01,1.400848,AUD,42026.84,19907.45
Enterprise,United States of America,Velo,Medium,861.0,125.0,107625.0,5381.25,102243.75,103320.0,-1076.25,October,10,2014,2014-10-01,1.400848,AUD,143227.95,-1507.66
Enterprise,France,Velo,Medium,704.0,125.0,88000.0,4400.0,83600.0,84480.0,-880.0,October,10,2013,2013-10-01,1.400848,AUD,117110.89,-1232.75
Government,France,Velo,Medium,1033.0,20.0,20660.0,1033.0,19627.0,10330.0,9297.0,December,12,2013,2013-12-01,1.400848,AUD,27494.44,13023.68
Small Business,Germany,Velo,Medium,1250.0,300.0,375000.0,18750.0,356250.0,312500.0,43750.0,December,12,2014,2014-12-01,1.400848,AUD,499052.1,61287.1
Government,Canada,VTT,Medium,1389.0,20.0,27780.0,1389.0,26391.0,13890.0,12501.0,October,10,2013,2013-10-01,1.400848,AUD,36969.78,17512.0
Government,United States of America,VTT,Medium,1265.0,20.0,25300.0,1265.0,24035.0,12650.0,11385.0,November,11,2013,2013-11-01,1.400848,AUD,33669.38,15948.65
Government,Germany,VTT,Medium,2297.0,20.0,45940.0,2297.0,43643.0,22970.0,20673.0,November,11,2013,2013-11-01,1.400848,AUD,61137.21,28959.73
Government,United States of America,VTT,Medium,2663.0,20.0,53260.0,2663.0,50597.0,26630.0,23967.0,December,12,2014,2014-12-01,1.400848,AUD,70878.71,33574.12
Government,United States of America,VTT,Medium,570.0,7.0,3990.0,199.5,3790.5,2850.0,940.5,December,12,2014,2014-12-01,1.400848,AUD,5309.91,1317.5
Government,France,VTT,Medium,2487.0,7.0,17409.0,870.45,16538.55,12435.0,4103.549999999999,December,12,2014,2014-12-01,1.400848,AUD,23167.99,5748.45
Government,Germany,Amarilla,Medium,1350.0,350.0,472500.0,23625.0,448875.0,351000.0,97875.0,February,2,2014,2014-02-01,1.400848,AUD,628805.65,137108.0
Government,Canada,Amarilla,Medium,552.0,350.0,193200.0,9660.0,183540.0,143520.0,40020.0,August,8,2014,2014-08-01,1.400848,AUD,257111.64,56061.94
Government,Canada,Amarilla,Medium,1228.0,350.0,429800.0,21490.0,408310.0,319280.0,89030.0,October,10,2013,2013-10-01,1.400848,AUD,571980.25,124717.5
Small Business,Germany,Amarilla,Medium,1250.0,300.0,375000.0,18750.0,356250.0,312500.0,43750.0,December,12,2014,2014-12-01,1.400848,AUD,499052.1,61287.1
Midmarket,France,Paseo,Medium,3801.0,15.0,57015.0,3420.8999999999996,53594.100000000006,38010.0,15584.100000000002,April,4,2014,2014-04-01,1.400848,AUD,75077.19,21830.96
Government,United States of America,Carretera,Medium,1117.5,20.0,22350.0,1341.0,21009.0,11175.0,9834.0,January,1,2014,2014-01-01,1.400848,AUD,29430.42,13775.94
Midmarket,Canada,Carretera,Medium,2844.0,15.0,42660.0,2559.6,40100.4,28440.0,11660.400000000001,June,6,2014,2014-06-01,1.400848,AUD,56174.57,16334.45
Channel Partners,Mexico,Carretera,Medium,562.0,12.0,6744.0,404.64,6339.36,1686.0,4653.36,September,9,2014,2014-09-01,1.400848,AUD,8880.48,6518.65
Channel Partners,Canada,Carretera,Medium,2299.0,12.0,27588.0,1655.28,25932.72,6897.0,19035.72,October,10,2013,2013-10-01,1.400848,AUD,36327.8,26666.15
Midmarket,United States of America,Carretera,Medium,2030.0,15.0,30450.0,1827.0,28623.0,20300.0,8323.0,November,11,2014,2014-11-01,1.400848,AUD,40096.47,11659.26
Government,United States of America,Carretera,Medium,263.0,7.0,1841.0,110.46,1730.54,1315.0,415.53999999999996,November,11,2013,2013-11-01,1.400848,AUD,2424.22,582.11
Enterprise,Germany,Carretera,Medium,887.0,125.0,110875.0,6652.5,104222.5,106440.0,-2217.5,December,12,2013,2013-12-01,1.400848,AUD,145999.88,-3106.38
Government,Mexico,Montana,Medium,980.0,350.0,343000.0,20580.0,322420.0,254800.0,67620.0,April,4,2014,2014-04-01,1.400848,AUD,451661.41,94725.34
Government,Germany,Montana,Medium,1460.0,350.0,511000.0,30660.0,480340.0,379600.0,100740.0,May,5,2014,2014-05-01,1.400848,AUD,672883.33,141121.43
Government,France,Montana,Medium,1403.0,7.0,9821.0,589.26,9231.74,7015.0,2216.74,October,10,2013,2013-10-01,1.400848,AUD,12932.26,3105.32
Channel Partners,United States of America,Montana,Medium,2723.0,12.0,32676.0,1960.56,30715.44,8169.0,22546.44,November,11,2014,2014-11-01,1.400848,AUD,43027.66,31584.14
Government,France,Paseo,Medium,1496.0,350.0,523600.0,31416.0,492184.0,388960.0,103224.0,June,6,2014,2014-06-01,1.400848,AUD,689474.97,144601.13
Channel Partners,Canada,Paseo,Medium,2299.0,12.0,27588.0,1655.28,25932.72,6897.0,19035.72,October,10,2013,2013-10-01,1.400848,AUD,36327.8,26666.15
Government,United States of America,Paseo,Medium,727.0,350.0,254450.0,15267.0,239183.0,189020.0,50163.0,October,10,2013,2013-10-01,1.400848,AUD,335059.03,70270.74
Enterprise,Canada,Velo,Medium,952.0,125.0,119000.0,7140.0,111860.0,114240.0,-2380.0,February,2,2014,2014-02-01,1.400848,AUD,156698.86,-3334.02
Enterprise,United States of America,Velo,Medium,2755.0,125.0,344375.0,20662.5,323712.5,330600.0,-6887.5,February,2,2014,2014-02-01,1.400848,AUD,453472.01,-9648.34
Midmarket,Germany,Velo,Medium,1530.0,15.0,22950.0,1377.0,21573.0,15300.0,6273.0,May,5,2014,2014-05-01,1.400848,AUD,30220.49,8787.52
Government,France,Velo,Medium,1496.0,350.0,523600.0,31416.0,492184.0,388960.0,103224.0,June,6,2014,2014-06-01,1.400848,AUD,689474.97,144601.13
Government,Mexico,Velo,Medium,1498.0,7.0,10486.0,629.16,9856.84,7490.0,2366.84,June,6,2014,2014-06-01,1.400848,AUD,13807.93,3315.58
Small Business,France,Velo,Medium,1221.0,300.0,366300.0,21978.0,344322.0,305250.0,39072.0,October,10,2013,2013-10-01,1.400848,AUD,482342.79,54733.93
Government,France,Velo,Medium,2076.0,350.0,726600.0,43596.0,683004.0,539760.0,143244.0,October,10,2013,2013-10-01,1.400848,AUD,956784.79,200663.07
Midmarket,Canada,VTT,Medium,2844.0,15.0,42660.0,2559.6,40100.4,28440.0,11660.400000000001,June,6,2014,2014-06-01,1.400848,AUD,56174.57,16334.45
Government,Mexico,VTT,Medium,1498.0,7.0,10486.0,629.16,9856.84,7490.0,2366.84,June,6,2014,2014-06-01,1.400848,AUD,13807.93,3315.58
Small Business,France,VTT,Medium,1221.0,300.0,366300.0,21978.0,344322.0,305250.0,39072.0,October,10,2013,2013-10-01,1.400848,AUD,482342.79,54733.93
Government,Mexico,VTT,Medium,1123.0,20.0,22460.0,1347.6,21112.4,11230.0,9882.400000000001,November,11,2013,2013-11-01,1.400848,AUD,29575.26,13843.74
Small Business,Canada,VTT,Medium,2436.0,300.0,730800.0,43848.0,686952.0,609000.0,77952.0,December,12,2013,2013-12-01,1.400848,AUD,962315.34,109198.9
Enterprise,France,Amarilla,Medium,1987.5,125.0,248437.5,14906.25,233531.25,238500.0,-4968.75,January,1,2014,2014-01-01,1.400848,AUD,327141.78,-6960.46
Government,Mexico,Amarilla,Medium,1679.0,350.0,587650.0,35259.0,552391.0,436540.0,115851.0,September,9,2014,2014-09-01,1.400848,AUD,773815.83,162289.64
Government,United States of America,Amarilla,Medium,727.0,350.0,254450.0,15267.0,239183.0,189020.0,50163.0,October,10,2013,2013-10-01,1.400848,AUD,335059.03,70270.74
Government,France,Amarilla,Medium,1403.0,7.0,9821.0,589.26,9231.74,7015.0,2216.74,October,10,2013,2013-10-01,1.400848,AUD,12932.26,3105.32
Government,France,Amarilla,Medium,2076.0,350.0,726600.0,43596.0,683004.0,539760.0,143244.0,October,10,2013,2013-10-01,1.400848,AUD,956784.79,200663.07
Government,France,Montana,Medium,1757.0,20.0,35140.0,2108.4,33031.6,17570.0,15461.599999999999,October,10,2013,2013-10-01,1.400848,AUD,46272.25,21659.35
Midmarket,United States of America,Paseo,Medium,2198.0,15.0,32970.0,1978.2,30991.8,21980.0,9011.8,August,8,2014,2014-08-01,1.400848,AUD,43414.8,12624.16
Midmarket,Germany,Paseo,Medium,1743.0,15.0,26145.0,1568.7,24576.3,17430.0,7146.299999999999,August,8,2014,2014-08-01,1.400848,AUD,34427.66,10010.88
Midmarket,United States of America,Paseo,Medium,1153.0,15.0,17295.0,1037.7,16257.3,11530.0,4727.299999999999,October,10,2014,2014-10-01,1.400848,AUD,22774.01,6622.23
